cocoAnnID,cocoImgID,objectHuman,objectUID,vps
1191608,464824,car,car,apply at;eat as;knock out as;cheer up to;beg down;apprehend into;ask against;applaud down;arrest about;clean off;wipe off;lean against;drive in;wash out;stand against;sit in;sleep in;admire;buy;sit down in;drive off in;admire;ask about;ask for;buy;admire off;ask off;attach on;bake for;arrest off;drive;admire;hang out in;ask about;wash;arrest with;bounce in;duck down;fuel in;strap in in
1815242,407825,bird,bird,cover up;admire;pick up;flip over;balloon for;ail against;arch from;bake off;attack off;admire over;autograph on;clean around;fix up around;lean down towards;adjust over;arrange behind;decorate around;poke;poke at;lift up;walk towards;smile at;call out to;run towards;hug
52987,49810,cat,cat,autograph of;arch behind;arrest behind;arrange for;ascend off;pat;stroke;caress;pick up;carry;pat;hug;call to;feed;pick up;admire;giggle at;bathe;feed;admire on;call out to;dance with;feed with;cling to;admire of;pat on;scratch on;lean down by
1388324,464824,fire hydrant,fire_hydrant,clean up onto;drive off on;fuel on;hit to;ail behind;arrange as;apprehend about;apply about;arrest about;fix;turn off;adjust;caress;decorate;open up;lean on;sit on;jump over;block;break through;cover up;open up;rest on
79571,501523,bottle,bottle,attach before;arrest of;bake from;arrest from;pick off;pour out of;fill into;spill from;apply from;knock over;clean up with;bubble up with;fill up into;shake off;throw out;adjust around;arrange around;fill in;adjust;clear around;dust off;knock over;open up
53064,49810,cat,cat,apprehend as;arrange as;applaud behind;arch as;arch behind;stroke;caress;pick up;pat;pick up;admire;nag;pat;rub;admire;brush;hug;swoop up;wash;work out by;eat by;wave to;lean down onto;walk behind
2161842,464824,person,person,talk to;lean down by;distract;crouch down by;attack from;balloon out onto;attack like;arrest off;bake after;wet down;call out to;douse over;hang out with;drink with;butt in on;communicate with;lean in over;ask about;call out at;applaud about;dry off with;educate towards;ask about;communicate with;stand by;applaud for;admire about;ask about;apply around;autograph for;admire;ask;help;knock over;help out;walk behind;lean against;misbehave towards
1813526,49810,bench,bench,bake in;arrest at;arch behind;arch in;attach like;sit on;sleep on;autograph on;sit down on;stand on;sit on;stand on;lean against;paint over;sleep on;sit on;paint;curl up on;waddle over to;stretch out on;sit on;sit down on;sleep on;jump off;jump up onto;break down around;brush off behind;ask about;burn into
668384,501523,cup,cup,bandage up by;aim as;aim at;aim against;admire about;drink from;pour from;pour out;pick up;fill up;rinse out;buy;tilt;tip over;throw out;drink with;spit into;pour into;pour out;lift up;pick up;wash;drink from;fill up
217787,559543,person,person,speak to;applaud for;ask about;dance around;talk about;photograph;practice with;admire;balloon out into;arrest at;aim behind;apply down;arrest of;talk to;laugh with;wink at;clean with;eat with;smile at;cheer;talk to;hug;hug;attack;admire;celebrate with;restrain
1160458,219283,teddy bear,teddy_bear,attack from;arch around;admire before;ail before;apply at;pick up;sleep with;talk to;pick up;lift;ram;hug;embrace;pick up;throw;admire;hoist up;fix up;bow before;call out to;cheer towards;carry on behind;cry without;hunch down behind;talk about;fall into
1130658,501523,sink,sink,wash;scrub down;wipe off;overflow;fill up;wash;unload;unpack;balloon up down;arrest behind;apprehend for;assemble on;ask of;wash with;lean on;stand at;rinse at;clean up around;wipe off around;sweep up around;spray off;clean in;bubble into;fill up in;rinse off in;pour into
1865077,501523,bottle,bottle,pump;shake;pick up;clean off;empty;pick up;shake;read;squeeze;balloon against;adjust about;adjust about;apply on;attack on;shake off;wipe off;carry off;adjust about;arrange with;empty out;squeeze;read;shake;pick up
1544487,219283,banana,banana,admire over;ask about;celebrate over;attack down;adjust around;applaud by;aim from;balloon up on;paint to;eat on;fix on;hit on;bake with;eat on;cook with;aim at;aim around;aim by;admire about;applaud about;arrange;drop;rinse off;carve;eat
1108433,559543,remote,remote,ask for;swoop in for;speak up for;cart off;push onto;wipe off;apply before;apply as;aim by;aim after;admire as;practice with;yank at;lift up;tilt down;adjust over;give over;aim at;press on;fling;ask for;buy;caress;catch
444904,166165,person,person,attach into;arch before;arrest down;ask from;arch down;admire about;applaud at;block in;chase around;cheer for;admire over;ask about;call out to;arch around;arch as;ask into;apprehend before;arch by;cheer on;admire;draw;applaud for;call out;compete with;discuss
1545556,219283,banana,banana,carve out around;drum onto;glue with;immerse in;photograph with;arch from;attach on;attack down;ascend from;write on;scratch on;cart off;aim of;autograph down;aim at;arrange for;arch before;wash off;bike down into;cook with;aim towards;walk up to;write off;clear out;fold over
1670040,559543,vase,vase,admire;fill up;admire;adjust;clean;admire about;adjust around;break off;attack in;arch for;arrest down;apprehend down;apply for;throw over;weep around;walk towards;adjust around;ask about;arrange in;apply on;aim behind;ask about;kick off;pour from;check on;drive off with
452210,166165,person,person,check out;applaud;perspire with;salute;serve to;pounce on;admire;applaud for;calm down;cheerlead for;ascend into;arrest around;admire behind;arch in;ask down;catch up without;ask about;celebrate with;glare at;pay for;applaud;admire;cheer on;applaud;cheer on;compete with;coach;photograph
92491,355257,bottle,bottle,check;open;hang;apply at;apprehend as;apply as;apply around;arrest from;drink from;attach behind;assemble around;carry around;complain about;lift;pick up;read;wipe;ask about;write about;walk over to;brush off;hang;carry in;apply;drop off;adjust
1545738,219283,banana,banana,draw on;giggle at;throw out;throw down;eat off;bite down on;arrange behind;admire after;aim as;arch before;apprehend after;draw onto;block out;glare at;aim at;admire;carve out;fetch;ignore;drag;decompose;apprehend
1900096,219283,bowl,bowl,clean;eat from;flip over;fill up;arrest down;arch by;ail as;apprehend at;arch at;wash off;microwave;fill;bake;rinse out;break;carry;fill up;clean;stack;pick up;fill;rinse out;wash;open;pick up;open up;walk up to;check out;clean around;rinse out;decorate around;empty out;cook in;paint on;adjust;clean up;bake with;walk towards;kick into;eat from;carry on without;open up for;ask about;drive off with
314181,355257,bed,bed,adjust;arrange;clean;dust off;make;sleep in;sit down on;rest on;recuperate in;adjust;ask like;ask from;autograph into;attach like;attach from;snuggle up in;adjust;brush off;adjust down;ascend down;construct around;lean towards;kneel down at;snuggle up on;walk over to;crawl out;slouch onto;clean around;adjust in;complain into;sleep on;sit on;bathe in;stand around;cry over;check out around;walk into;clean up around
659862,166165,tennis racket,tennis_racket,apply on;bandage up off;assemble about;ail into;bake without;pick up;compete with;bother with;block with;attack towards;catch with;destroy on;load out;swing;hit with;throw down;put down;clean up;buy;break;carry;ask about;bet for;perform with;shop for
392713,450202,dining table,dining_table,arch into;assemble for;arrest as;arch by;applaud from;eat on;drink on;talk on;arrange on;break out;eat at;crawl over;clean up on;complain about;break down;clean up around;dive into;eat from;assemble on;eat at;sit down at;clear off;socialize around;flip;sit on;sit at;sit down at
283790,526103,umbrella,umbrella,bike as;ail for;arch against;arrest in;assemble in;slither towards;film about;lean over by;parade for;rest towards;ask about;admire;tip over;adjust;tilt;stand by;admire;ask about;film;camp in;hang out around;crouch down in;walk over to;camp out without;cling to;duck down with;put onto;open;pull out;push up;place;lift up;adjust down;sit down by;brush off behind;bow against;build up around
501301,355257,person,person,admire;hug;pick up;bathe;lean over;rehabilitate;talk to;examine;bake into;adjust down;butt on;balloon out from;bake off;ask about;flip over;calm down;grieve for;hang around;check on;help;cheer up;rehabilitate;caress;kneel down by;wait on
425365,450202,person,person,talk to;grin at;wave to;write about;applaud at;communicate to;lean over towards;signal before;bandage down;attach in;arch before;adjust against;ail off;applaud over;collide into;open up around;laugh at;admire about;grimace at;drink with;speak with;bother;bow to;ask about;talk to;wave at;walk over to
631084,404923,baseball bat,baseball_bat,swing;hit with;autograph;adjust;admire;aim;break;dust off;ask in;arrest by;arch around;apprehend by;apprehend at;aim into;launch into;attack in;ascend towards;release with;hit with;swing with;strike out with;swing through;break off;attack with
582406,526103,elephant,elephant,admire;hug;pat;kiss;ail after;ail after;adjust after;ail for;attach in;read about;admire;photograph;call over;talk to;wash over;admire over;feed with;rub over;steer towards;wave at;smile at;lean towards;admire over;drink around;applaud for;climb up onto;sit down like
1559974,50331,broccoli,broccoli,bake with;bite into;clean on;eat on;cook with;balloon out like;assemble off;autograph for;apply before;arrange of;water;plant;pinch off;eat;cook;pick;garden;chop up;pick;pinch off;water;eat through;brush off around;complain about;lean in over;smell around
704211,66841,spoon,spoon,ail about;adjust in;adjust down;balloon for;adjust off;stir with;scoop with;pick up;clean off;eat with;immerse with;clench about;flip over like;heave at;moisten with;examine;giggle at;lean down by;measure with;cook with;eat with;stir with;eat with;scoop with;clean off;wash;complain about;speak up against;eat without;aim from;attach into;arrest around;adjust by;ask around;eat from;carry;display
1560842,50331,broccoli,broccoli,chop off;cook;slice off;bake;harvest;eat;cook with;throw out;balloon up into;attack down;ascend from;apprehend into;arrest like;rinse off;wash;pick;eat;taste;brush off;eat;fry;ask about;rinse off;pick up;scoop up;carry;pick up;chop;pick;plant;water;pinch off;break off;lift up;adjust;yank on;spray
1717393,404923,person,person,cheer on;yawn at;throw at;swing towards;hit over;signal to;arrange like;bake like;balloon on;autograph off;balloon up like;ask about;block out;attack against;clap for;wink at;throw to;run from;run to;talk to;strike out against;stretch towards;uncork on;adjust against;glare at
708199,66841,spoon,spoon,attach over;attack off;autograph of;ascend off;arrest about;laugh at;giggle about;talk about;display;pick up;eat with;clean;wash;twirl about;ascend towards;aim over;check behind;brush off behind;admire;check out;display;bake with;carry around;carve with;clear off;eat with
1722211,404923,person,person,applaud behind;adjust around;admire about;adjust about;baptize through;applaud;admire;check out at;hurl;cheer at;chew out;giggle at;ask out;stand by;ask about;grin at;kiss on;walk towards;walk up to;jog behind;sit down by;hang out around;ignore;shrug off;smile at
1605565,50331,potted plant,potted_plant,water;work on;trim;eat;pick;rinse off;wash off;attack onto;ask like;attach down;ask like;ask against;water;adjust;pick up;trim;plant;lift;water;decorate with;throw out;give up on;water on;cook with
709000,66841,spoon,spoon,pick up;lift;scoop up;ask of;arrest around;arrest like;autograph of;bake off;brush off;check out;drop;pick up;rinse off;pick up;wash;eat with;clean;arrange;dry off;scoop on;throw down;pry off with;bite down on
1757003,404923,person,person,walk over to;aim towards;block out;browse by;bury off;admire about;adjust after;arrange around;attach behind;block at;branch of;bandage from;apprehend down;arch into;admire like;admire;applaud;ask about;aim at;brush off;film by;applaud by;browse around;call out towards;complain about;clap for;complain about;pout around;help without;restrain with;score against;run to;race up to;yank at;videotape;admire;write about
